id,title,date_release,rating,wish_list_count,review_count,list_count,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10
416864,Avalon,2001-01-20,649,3055,70,1431,84,109,206,334,721,1159,1514,1028,434,213
365810,Le Mécano de la General,1926-12-31,808,2834,55,3108,13,11,15,27,113,357,1231,2113,1307,617
8369823,Frances Ha,2012-09-01,714,2654,125,1755,13,31,80,140,305,842,1876,1684,634,199
439708,Precious,2009-11-20,668,2070,121,866,46,85,129,210,476,1065,1842,1406,435,117
8464473,Avril et le Monde truqué,2015-11-04,719,3192,81,1494,9,10,33,72,242,877,2144,1751,545,128
378850,"La Bande à Picsou, le film : Le Trésor de la lampe perdue",1990-08-03,684,597,31,999,14,17,45,128,509,1396,2271,1085,255,101
465748,Le Flic de Beverly Hills 2,1987-05-20,589,351,37,925,48,123,199,485,1130,1915,1345,431,90,57
395550,La Vie de David Gale,2003-02-21,722,2654,51,1487,12,21,49,113,265,801,1888,1825,672,186
484888,Papillon,1973-12-16,779,3206,58,2403,7,3,13,31,128,445,1563,2454,946,243
410625,Massacre à la tronçonneuse,2003-10-17,562,738,62,965,91,178,374,695,1236,1490,1191,431,99,50
417871,Le Gendarme à New York,1965-10-29,505,236,23,702,182,310,501,867,1283,1349,888,314,80,62
432550,Bernard et Bianca au pays des kangourous,1990-11-16,640,440,26,1036,25,49,105,303,807,1733,1734,798,210,72
23241146,The Florida Project,2017-12-20,702,4792,102,1703,14,21,55,140,346,962,2142,1562,485,113
12661872,Trois souvenirs de ma jeunesse,2015-05-20,699,3430,107,1781,38,70,123,207,405,882,1666,1517,717,216
409399,Sister Act : Acte 2,1993-12-10,535,227,22,593,105,243,403,698,1303,1491,1018,410,108,63
8338736,Quand vient la nuit,2014-09-17,672,3112,127,1379,5,28,70,160,502,1448,2463,968,170,30
13534092,Amy,2015-07-03,714,2719,70,938,11,19,46,96,259,765,2141,1785,556,167
419862,Gilbert Grape,1993-10-00,712,2480,56,1922,6,15,25,88,286,944,2217,1578,500,187
374080,Arthur 3 : La Guerre des deux mondes,2010-10-13,404,260,32,612,378,638,1029,1229,1197,817,399,116,26,22
407777,Rio Bravo,1959-03-18,792,3273,84,3534,12,14,26,72,151,484,1416,2000,1078,599
475739,Monsieur Batignole,2002-03-06,591,370,22,525,60,95,192,424,1011,1881,1560,515,87,28
452493,"Jackass, le film",2002-10-25,533,250,24,346,266,290,424,632,1180,1446,1087,396,80,64
481946,Flashdance,1983-04-15,577,972,40,950,52,119,267,518,1152,1719,1297,518,141,86
449983,Un ticket pour l'espace,2006-01-18,470,293,42,526,238,463,770,1066,1290,1158,684,155,34,16
475929,G.I. Joe : Conspiration,2013-03-27,397,386,176,928,459,768,1082,1196,1103,778,356,100,13,20
439319,Hiroshima mon amour,1959-06-10,717,4599,60,2177,45,63,112,252,416,813,1417,1534,797,429
428334,Une histoire vraie,1999-11-03,732,4434,81,2511,16,25,53,102,307,809,1936,1757,665,209
25326072,Le Retour du héros,2018-02-14,591,1409,118,1333,34,67,202,463,1015,2087,1522,413,55,23
13524863,Mr Wolff,2016-10-13,632,1584,116,1193,18,47,122,341,789,1616,1954,785,170,43
19103469,Frantz,2016-09-07,681,3646,124,1758,11,29,77,168,456,1149,2146,1370,375,104
416463,Welcome,2009-03-11,695,1390,72,787,24,19,51,101,339,1062,2282,1550,377,82
10678765,Triple Alliance,2014-04-25,461,362,86,654,220,410,717,1086,1306,1225,603,225,57,39
436639,Peter Pan,2003-12-09,578,543,40,938,45,138,258,566,1108,1582,1302,562,173,164
496563,Black Book,2006-09-14,735,3390,104,2177,8,16,32,95,295,821,2051,1947,505,130
386034,L'Esquive,2004-01-07,611,1397,65,887,193,190,236,381,692,1245,1549,1028,294,99
435226,Layer Cake,2004-10-01,666,1784,59,1393,17,27,70,209,580,1443,2376,965,172,48
12946778,Green Room,2016-04-13,657,3415,151,1924,29,42,96,303,655,1466,2081,1028,173,37
29315959,Burning,2018-08-29,703,5650,107,2506,18,28,97,195,449,949,1726,1697,596,155
386968,Wallace et Gromit : Une grande excursion,1989-11-04,754,722,10,989,14,16,36,46,198,667,1864,2066,696,309
8462657,Hercule,2014-07-25,432,548,196,980,285,626,984,1205,1293,988,393,101,30,13
478251,Le Cuirassé Potemkine,1925-12-24,757,3093,72,2525,21,19,44,107,291,728,1690,1858,816,353
470061,Before Sunrise,1995-01-29,725,3635,73,1977,21,39,74,179,299,790,1737,1731,764,294
471305,To Rome with Love,2012-07-04,559,1251,120,1061,72,129,276,744,1254,1669,1167,499,95,27
432404,Human Traffic,1999-06-04,688,2601,36,1102,30,36,85,169,408,1082,2023,1476,482,145
474489,La Planète sauvage,1973-12-06,748,4176,48,1919,20,34,53,96,218,606,1517,1988,942,462
465400,Jeux dangereux,1942-02-19,822,4033,70,3236,15,12,7,23,95,255,1020,2156,1675,681
1316175,Le Roi scorpion,2002-05-01,396,266,32,493,453,809,1156,1263,1063,730,323,103,22,21
471699,Les Chemins de la liberté,2010-12-29,677,2330,130,1349,11,27,48,174,489,1411,2294,1120,290,82
477932,Battle Royale 2 : Requiem,2003-07-05,367,590,57,677,679,1100,1244,1129,823,599,249,86,24,17
480220,Dead Zone,1983-10-21,711,2706,61,2249,8,11,31,90,380,1158,2389,1467,320,103
26157176,Nicky Larson et le Parfum de Cupidon,2019-02-06,575,921,210,1456,134,167,292,507,888,1551,1497,616,191,119
401670,Perfect Sense,2011-01-24,680,2905,135,1684,34,69,132,236,515,1142,1914,1305,457,159
439460,"Carrie, la vengeance",2013-10-16,460,824,166,1171,255,477,787,1053,1315,1121,653,225,48,41
444585,La Soif du mal,1958-04-23,800,4431,86,3646,7,13,18,54,159,463,1304,2127,1299,534
447086,Mais qui a re-tué Pamela Rose ?,2012-12-05,537,674,126,648,179,270,456,744,1158,1459,1131,452,102,33
444208,Naissance des pieuvres,2007-08-15,654,2926,83,1503,51,81,140,285,657,1386,1846,1108,312,122
8451763,The Spectacular Now,2013-01-18,634,2677,106,1298,27,64,161,372,858,1570,1893,803,187,54
463999,La Couleur pourpre,1985-12-16,712,3939,60,1995,24,45,68,152,355,806,1853,1729,680,284
453018,Underworld : Nouvelle Ère,2012-02-08,483,546,127,825,209,374,655,1003,1358,1265,762,266,65,44
13148600,Victoria,2015-06-11,719,5268,158,1776,18,53,97,138,310,654,1566,1887,950,328
478206,Le Septième Sceau,1957-02-16,798,4912,73,3541,15,20,40,62,192,450,1167,1884,1441,736
13359724,Saint Amour,2016-03-02,645,3155,133,1797,40,81,147,340,675,1461,2054,986,183,41
32400063,Yesterday,2019-07-03,606,1894,126,1620,34,67,157,398,983,1997,1645,586,117,28
460447,Les Aventures de Jack Burton dans les griffes du Mandarin,1986-07-02,702,1918,106,2911,28,32,94,173,495,1072,1948,1510,463,209
372815,Nanny McPhee,2006-02-08,547,223,37,629,91,158,325,627,1323,1776,1230,377,87,40
402330,Les Sept Mercenaires,1960-10-23,744,2235,81,2807,8,7,28,67,213,760,2216,1908,595,235
381408,L'Homme au pistolet d'or,1974-12-14,625,593,73,1490,19,62,150,356,933,1928,1765,675,120,41
19494163,Creed II,2019-01-09,631,1917,159,1800,32,45,128,291,767,1700,1932,796,208,151
9489337,Inferno,2016-10-12,507,1598,127,1078,101,213,500,944,1481,1600,874,248,49,41
19565712,The Cloverfield Paradox,2018-02-04,470,1696,150,1217,169,388,786,1244,1462,1233,584,133,32,27
477739,La Balade sauvage,1973-10-15,763,4770,82,3005,6,16,34,69,231,660,1685,2039,967,352
445908,Les Contes de Terremer,2006-07-29,623,1988,71,1091,28,43,162,392,931,1688,1673,808,254,92
13183639,Les Profs 2,2015-07-01,335,276,97,755,1024,992,1071,970,867,615,301,136,34,62
465631,Le Vilain,2009-11-25,623,697,84,708,42,86,161,324,796,1875,1834,727,176,55
441552,Coffee and Cigarettes,2004-03-12,710,3191,56,1183,14,26,49,113,365,940,2115,1690,607,165
392894,Subway,1985-04-10,614,1862,56,1749,62,126,207,415,874,1529,1670,876,230,100
21752347,Mise à mort du cerf sacré,2017-11-01,661,5832,135,2252,64,86,183,308,539,1152,1797,1414,452,95
426764,Cœur de dragon,1996-05-31,582,584,35,1016,52,123,279,599,1249,1742,1294,514,149,91
448247,La Dolce Vita,1960-02-05,779,4825,65,3230,13,20,52,81,267,554,1313,1931,1210,651
429636,L'Abominable Vérité,2009-07-24,498,346,46,573,182,330,578,886,1405,1381,858,337,94,42
413424,L'homme qui tua Liberty Valance,1962-04-13,806,4081,98,3892,16,10,12,42,123,401,1353,2177,1450,514
403202,Le Sixième Sens,1986-08-15,712,2868,62,1602,13,33,52,126,359,1094,2135,1644,492,159
450089,Le Cercle rouge,1970-10-20,781,4256,73,3213,6,13,16,50,188,522,1512,2304,1148,353
415671,10 000,2008-03-12,405,518,90,595,569,780,965,1062,1109,884,524,162,38,22
448029,Les Trois Mousquetaires,2011-10-12,377,554,188,1080,673,980,1159,1081,956,721,377,124,23,27
8141784,La Vénus à la fourrure,2013-11-13,720,3178,130,2152,32,47,70,167,351,823,1799,1892,753,195
378994,Max Payne,2008-11-12,380,527,97,768,529,1009,1298,1232,977,679,306,73,17,11
430689,Coyote Girls,2000-08-04,453,306,39,430,322,556,846,1086,1299,1081,624,224,50,44
452114,Super Mario Bros.,1993-05-28,321,718,88,1109,1408,1406,1123,826,593,366,235,103,28,48
486344,Le Vieux Fusil,1975-08-22,768,2995,70,2535,12,13,37,66,169,511,1676,2355,961,336
25336120,The Guilty,2018-07-18,722,2326,130,1825,6,17,36,58,210,829,2386,1981,510,103
428320,Garde à vue,1981-09-23,783,3246,76,2837,4,4,10,39,126,396,1626,2629,1013,297
411868,De l'autre côté du périph,2012-12-19,489,317,112,528,132,280,575,1111,1712,1548,606,145,21,17
395084,Jean de Florette,1986-08-27,712,905,30,1562,11,19,54,112,391,989,2246,1622,466,239
16719697,Baywatch : Alerte à Malibu,2017-06-21,469,551,123,1191,240,460,742,1077,1344,1281,649,203,59,99
552119,Le Ruban blanc,2009-10-21,726,5004,97,1890,33,48,109,195,376,681,1609,1872,926,312
436672,A Scanner Darkly,2006-09-13,680,3481,105,1932,13,43,85,220,541,1266,2066,1414,415,103
372861,Submarine,2011-03-18,695,2974,97,1034,11,26,58,170,403,1129,2167,1587,492,130
474446,Los Angeles 2013,1996-08-09,627,1698,73,2308,34,91,207,453,903,1736,1704,730,219,97
426093,Bullhead,2011-02-02,740,3777,161,1668,11,12,45,83,257,724,1890,2193,809,152
398690,Rocky V,1990-11-16,477,508,46,972,179,358,761,1245,1439,1166,693,243,57,40
371118,Le Dernier des Templiers,2011-01-12,377,475,153,710,586,1017,1231,1183,984,665,366,106,28,16
462924,Small Soldiers,1998-10-21,640,751,36,1174,41,60,136,330,838,1847,1907,786,179,59
458575,Ma première fois,2012-01-18,435,522,87,578,512,583,741,888,1070,987,722,409,168,114
37713154,Grâce à Dieu,2019-02-20,708,3982,139,2231,23,23,55,109,311,973,2270,1866,462,106
8804176,Le Rôle de ma vie,2014-07-18,662,3333,151,1130,26,67,120,281,596,1407,1951,1226,415,110
20171540,Les Proies,2017-08-23,568,4101,162,2007,42,90,336,700,1353,1856,1289,432,74,30
8459470,White Bird,2014-01-20,653,2712,132,1322,18,28,116,309,663,1745,2085,998,199,49
27546969,"Ça, chapitre 2",2019-09-11,565,3822,194,1999,101,173,383,631,1197,1757,1242,471,141,122
10682960,L'Âge de glace : Les Lois de l'univers,2016-06-23,494,1377,109,1077,120,305,594,1050,1583,1384,816,273,51,51
21557849,Problemos,2017-05-10,590,1084,97,1216,95,161,312,504,993,1835,1680,524,92,36
481717,Habemus Papam,2011-04-15,690,2109,155,1228,19,40,84,203,503,1191,2199,1538,369,91
451079,My Blueberry Nights,2007-11-28,633,2352,78,1304,40,78,182,392,818,1624,1774,956,267,107
10544343,Barbecue,2014-04-30,504,333,110,712,173,300,536,922,1398,1664,942,235,49,19
405116,Les Seigneurs de Dogtown,2005-06-03,693,1639,38,871,9,19,60,145,418,1239,2342,1411,448,149
395895,Enfermés dehors,2006-04-05,622,910,60,859,69,115,198,392,745,1720,1910,804,212,82
417691,Le Pic de Dante,1997-02-07,479,323,40,732,157,394,772,1198,1568,1291,637,187,24,21
442605,Miller's Crossing,1990-09-22,751,3838,61,3084,7,7,28,69,284,727,1944,2292,717,174
411292,Les Schtroumpfs,2011-07-29,379,267,98,685,663,852,1054,1171,1126,826,397,116,27,28
438618,Légendes d'automne,1994-12-23,663,1531,48,1285,31,49,157,273,601,1297,2018,1231,399,204
12015503,Un moment d’égarement,2015-06-24,497,747,109,750,189,378,573,946,1429,1624,848,214,49,33
362298,Gomorra,2008-08-13,671,3680,72,1023,31,72,112,266,545,1273,2139,1436,340,71
439523,Narco,2004-12-01,568,806,44,689,70,180,366,685,1339,1815,1312,425,63,36
443831,Y a-t-il un flic pour sauver la reine ?,1988-12-02,645,766,29,1382,72,80,163,347,773,1517,1913,1030,264,132
378628,Les Doors,1991-03-01,682,2260,45,1751,30,53,77,189,518,1268,2253,1327,420,163
470171,Cartel,2013-11-15,489,2193,246,1549,232,454,800,1276,1331,1100,687,298,90,35
414308,Chute libre,1993-02-26,708,2208,79,1360,11,32,49,134,378,1122,2405,1676,403,113
466233,Saw VI,2009-10-23,441,365,61,803,425,580,898,1105,1202,1068,654,262,71,59
378380,"Le Bon, la Brute et le Cinglé",2008-07-17,688,2643,104,2039,26,50,117,192,512,1207,2197,1508,403,114
444717,French Connection,1971-10-09,752,4130,71,3290,7,13,27,76,236,761,2083,2221,695,208
460238,Looking for Eric,2009-05-27,675,1689,66,766,21,40,89,181,494,1432,2412,1339,260,63
13247969,Silent Voice,2018-08-22,739,5368,113,1962,28,18,46,112,320,697,1477,1795,1135,716
384067,Coco avant Chanel,2009-04-22,579,1165,57,622,28,76,226,507,1318,1978,1505,543,116,50
19533099,The House That Jack Built,2018-10-17,712,6916,138,2976,46,72,112,217,474,824,1681,1825,861,236
452945,The Hours,2002-12-18,702,3791,43,1850,24,32,87,208,483,1033,1849,1587,706,342
443695,Le Chocolat,2000-12-15,604,792,38,956,51,113,209,447,998,1740,1694,792,214,94
414212,Le Retour de Jafar,1994-05-20,534,292,26,559,118,251,441,865,1480,1644,1095,338,85,46
393816,La Grande Illusion,1937-06-04,799,4960,75,3892,12,13,16,33,156,448,1455,2282,1352,598
428942,Poltergeist,1982-06-04,665,1958,79,2091,33,63,121,302,732,1506,2093,1142,273,102
371940,Les Misérables,2012-12-21,490,1738,232,1383,351,495,700,893,1070,1144,883,518,206,110
20242705,Ghostland,2018-03-14,659,3433,167,2264,65,98,170,296,541,1180,1958,1424,476,165
372822,30 jours de nuit,2007-10-19,561,783,99,1050,96,211,397,822,1241,1776,1269,454,85,23
430186,Bagdad Café,1987-11-12,726,2842,55,1333,20,31,59,135,323,841,1951,2006,727,282
8467715,Les Visiteurs : La Révolution,2016-04-06,300,757,211,1314,1506,1263,1213,1002,696,411,187,57,15,29
474762,Et au milieu coule une rivière,1992-10-30,698,2749,44,1379,13,29,53,164,385,1175,2379,1558,492,133
433169,"Hollow Man, l'homme sans ombre",2000-08-04,562,711,60,1042,71,139,386,821,1468,1980,1134,316,40,28
361529,La Délicatesse,2011-12-21,591,1144,115,798,42,125,208,486,1086,1959,1639,643,151,49
367296,Permis de tuer,1989-06-16,622,688,75,1736,30,57,155,368,1106,2059,1763,656,140,56
498536,M. Popper et ses pingouins,2011-06-16,486,404,75,466,133,341,636,1172,1650,1512,705,176,43,22
427715,La mort vous va si bien,1992-12-23,652,1638,44,1347,13,50,124,292,736,1887,2095,886,223,92
12931967,Dope,2015-06-19,659,2978,79,872,24,46,126,253,655,1565,2369,1101,213,51
398229,Amours chiennes,2000-06-16,758,4066,51,1758,11,19,43,81,186,554,1760,2484,1005,261
466222,Mirrors,2008-08-14,554,735,86,815,70,163,421,745,1482,1871,1231,335,63,25
409890,"Land of the Dead, le territoire des morts",2005-06-20,592,1039,64,1505,59,135,275,602,1251,1947,1476,530,94,39
384167,Dark Crystal,1982-12-17,725,2313,90,2078,22,25,56,138,396,1006,2000,1723,714,344
400517,"Stardust, le mystère de l'étoile",2007-08-09,617,1148,101,1438,79,115,247,452,906,1587,1797,897,230,116
428325,JFK,1991-12-20,745,3963,63,3262,9,15,35,99,308,865,2054,1957,775,310
361602,La Jeune Fille à la perle,2003-08-31,633,1885,52,1032,17,52,119,316,923,1918,1974,838,212,65
466175,Little Big Man,1970-12-14,786,3420,69,2696,8,11,22,49,147,490,1544,2432,1294,443
10768382,"Moi, moche et méchant 3",2017-07-05,554,1338,90,1207,63,120,303,670,1526,1978,1285,350,75,71
463393,La Cage aux folles,1978-10-25,604,718,23,719,81,122,247,448,1045,1764,1686,786,177,89
402466,Persona,1966-10-18,816,6625,87,4362,23,19,42,72,188,438,1048,1819,1670,1133
10921426,Les Poings contre les murs,2014-03-21,715,2621,87,1296,6,9,50,94,324,1021,2588,1804,451,107
441216,Fantômes contre fantômes,1996-07-19,695,2043,72,2136,16,34,69,169,531,1364,2418,1409,361,90
13407877,Dumbo,2019-03-27,590,2605,153,2023,38,89,195,507,1115,2051,1655,571,153,87
440755,Vous avez un mess@ge,1998-12-18,553,738,29,962,76,193,330,717,1466,1792,1243,453,131,70
404184,Incontrôlable,2006-02-08,268,187,44,764,1955,1511,1146,771,539,377,110,40,12,18
423342,Ghost in the Shell 2: Innocence,2004-03-06,726,2306,61,2054,16,30,60,123,398,1011,1968,1758,811,304
440238,Contre-Enquête,2007-03-07,631,898,68,823,44,85,169,326,735,1745,2055,1016,242,62
459782,Les Chansons d'amour,2007-05-23,659,1863,92,1498,98,152,222,338,539,1089,1632,1394,689,341
476162,Les Nouveaux Chiens de garde,2012-01-11,756,2915,77,1120,9,15,19,71,170,584,1824,2493,1039,284
497626,Magic Mike,2012-08-15,573,863,148,1038,85,179,334,687,1328,1986,1427,402,55,29
362378,Évasion,2013-10-09,546,802,172,1120,52,171,381,874,1467,2013,1099,352,63,41
398438,Destination finale 5,2011-08-31,480,376,152,800,276,452,775,1073,1505,1333,770,232,68,35
475857,Astérix et le Coup du menhir,1989-10-04,642,345,32,658,19,39,107,292,925,2060,1993,786,200,100
374468,50/50,2011-09-30,665,1436,125,1062,10,22,91,203,658,1671,2518,1099,199,64
471827,"Aguirre, la colère de Dieu",1972-12-29,779,3862,108,3313,24,39,41,140,295,587,1443,2003,1328,635
365825,Destination finale 4,2009-08-26,420,326,79,605,409,709,1071,1379,1347,933,492,150,29,22
462315,Arsène Lupin,2004-10-13,439,611,61,489,365,621,891,1209,1383,1152,633,214,52,21
20152286,Ce qui nous lie,2017-06-14,673,2013,102,1475,9,27,93,214,445,1475,2520,1354,324,81
8444629,"Tel père, tel fils",2013-09-28,759,4537,127,2488,7,5,17,33,157,628,2085,2656,791,178
21196693,Logan Lucky,2017-10-25,654,2294,101,2101,9,30,73,225,685,1862,2771,784,97,26
11216646,The Walk - Rêver plus haut,2015-10-02,647,3144,157,1862,33,55,170,319,781,1616,2160,1093,268,72
10826920,"Deux jours, une nuit",2014-05-21,646,2606,174,1789,54,103,190,404,743,1544,2064,1114,281,73
368836,Brisby et le Secret de NIMH,1982-07-16,756,1896,61,1812,9,12,41,67,293,763,1850,2183,959,394
471218,Moonraker,1979-06-28,576,628,87,1318,73,130,362,699,1282,1931,1411,538,114,42
479629,Collision,2004-09-10,676,1641,72,1471,67,82,159,272,557,1170,1964,1528,599,187
361917,Un singe en hiver,1962-05-11,785,3276,84,3010,9,5,19,52,148,497,1513,2424,1275,647
973278,Zatoichi,2003-09-06,722,2116,66,1918,7,15,53,123,331,988,2425,1952,531,164
471620,King Kong,1933-03-02,754,2320,68,3313,10,12,37,85,282,909,2244,1942,677,399
456719,Oliver et Compagnie,1988-11-13,631,556,32,1284,26,33,115,300,1037,2032,1941,786,226,106
8896825,Les Brasiers de la colère,2013-11-27,648,3545,151,1629,23,35,122,293,770,1904,2310,921,190,37
8462680,Cendrillon,2015-03-13,529,1051,125,1245,117,245,445,875,1504,1618,1185,435,109,86
398873,Shazam!,2019-04-03,555,1570,147,2055,78,147,392,749,1481,1992,1325,358,61,41
492008,Princess Bride,1987-09-25,726,2274,85,2255,16,38,79,148,370,915,1992,1965,751,351
363220,Control,2007-09-26,759,4050,93,1749,5,8,23,100,204,624,1756,2451,1131,327
376893,Les Parapluies de Cherbourg,1964-02-19,677,2950,88,2697,56,100,183,338,688,1200,1646,1301,664,453
498176,Brüno,2009-07-08,518,818,87,545,430,449,609,809,1160,1366,1127,500,134,54
435712,Home,2009-06-03,640,1449,73,761,126,132,164,277,725,1435,1940,1227,417,196
383141,Une séparation,2011-03-16,765,3979,155,1853,16,23,42,75,207,577,1691,2504,1209,298
425240,Le Mariage de mon meilleur ami,1997-06-20,517,430,25,758,137,268,508,945,1650,1664,988,328,107,50
362252,Le Fils du Mask,2005-02-11,253,243,54,715,2232,1564,937,703,482,378,196,98,25,33
432712,Le Grand Restaurant,1966-09-09,629,593,39,1220,20,40,111,273,919,2229,1998,775,183,100
25225936,X-Men : Dark Phoenix,2019-06-05,503,3375,190,2179,106,247,654,1171,1623,1667,860,236,48,36
8464455,Eyjafjallajökull,2013-10-02,430,315,139,641,396,634,909,1297,1425,1188,538,163,66,36
394769,Manon des sources,1986-11-19,692,866,34,1375,15,38,65,174,512,1342,2370,1491,428,229
15926195,Klaus,2019-11-15,773,1565,62,1516,2,4,7,24,73,459,1982,2713,1090,310
8862972,States of Grace,2013-08-23,730,5319,119,1814,9,25,43,114,267,833,2077,2271,835,193
412689,Le Gendarme se marie,1968-10-30,526,292,27,770,188,264,460,801,1552,1625,1116,459,127,88
11172322,"Mektoub, My Love : Canto uno",2018-03-21,705,5950,155,2434,123,93,208,317,520,870,1545,1680,964,366
391252,Super,2011-12-01,663,2650,189,1613,45,77,140,309,685,1491,2252,1300,319,70
440764,"Nos voisins, les hommes",2006-07-05,576,320,37,727,47,104,260,673,1445,2126,1433,472,84,48
496107,Jackpot,2008-05-07,482,329,47,504,202,416,758,1173,1567,1462,785,244,63,28
397441,Zombie - Le Crépuscule des morts-vivants,1978-09-02,761,2900,104,4051,29,22,58,124,294,731,1786,2184,1031,452
